City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,Year
Green Bay city, Wisconsin,31000,Male,788.0,5376.0,5093.0,7005.0,4866.0,1373.0,1655.0,174.0,497.0,874.0,209.0,506.0,1877.0,1004.0,1043.0,1045.0,1353.0,496.0,619.0,675.0,1381.0,1217.0,2992.0,2807.0,2006.0,3417.0,1859.0,1252.0,1820.0,1730.0,1315.0,1780.0,2017
Kenosha city, Wisconsin,39225,Male,364.0,2189.0,2808.0,6433.0,2641.0,1074.0,2307.0,652.0,1000.0,1904.0,1556.0,1147.0,1764.0,1014.0,1339.0,974.0,1150.0,229.0,960.0,580.0,1452.0,708.0,1785.0,1541.0,1505.0,1285.0,908.0,1904.0,2062.0,1479.0,3125.0,2501.0,2017
Madison city, Wisconsin,48000,Male,1208.0,8966.0,12735.0,16844.0,11811.0,4492.0,7480.0,2344.0,1638.0,1799.0,1541.0,830.0,5017.0,6713.0,4711.0,1849.0,2627.0,1534.0,3628.0,1474.0,2765.0,1306.0,3759.0,3763.0,4887.0,4240.0,4244.0,4599.0,5777.0,6121.0,6411.0,10179.0,2017
Milwaukee city, Wisconsin,53000,Male,1616.0,11540.0,22331.0,24537.0,21697.0,7824.0,19820.0,3548.0,3229.0,4689.0,4715.0,2731.0,7832.0,5740.0,6911.0,3903.0,7521.0,3459.0,6998.0,5635.0,8589.0,5490.0,10898.0,10582.0,10863.0,8747.0,5988.0,8604.0,10239.0,5610.0,9944.0,6205.0,2017
Oshkosh city, Wisconsin,60500,Male,683.0,3531.0,3771.0,3090.0,2094.0,639.0,1406.0,193.0,43.0,344.0,105.0,325.0,658.0,1099.0,652.0,753.0,935.0,393.0,738.0,222.0,639.0,626.0,1045.0,1504.0,1048.0,1743.0,720.0,1244.0,1968.0,947.0,1408.0,556.0,2017
Racine city, Wisconsin,66000,Male,98.0,2082.0,3194.0,4030.0,2328.0,1535.0,1798.0,291.0,448.0,1320.0,667.0,121.0,971.0,621.0,1265.0,121.0,928.0,121.0,662.0,690.0,1129.0,567.0,2196.0,1535.0,763.0,809.0,1502.0,969.0,1824.0,1115.0,748.0,1343.0,2017
Waukesha city, Wisconsin,84250,Male,65.0,2226.0,2051.0,3595.0,3072.0,1565.0,3230.0,1164.0,314.0,1363.0,670.0,345.0,580.0,844.0,1246.0,554.0,410.0,385.0,709.0,449.0,931.0,241.0,1348.0,1703.0,1534.0,1636.0,939.0,1177.0,2456.0,1370.0,2453.0,1870.0,2017
Bayam?n zona urbana, Puerto Rico,06593,Male,325.0,834.0,1938.0,3351.0,2837.0,1330.0,5795.0,1178.0,1132.0,3420.0,2449.0,1733.0,1935.0,2180.0,1679.0,2442.0,1841.0,1970.0,3880.0,1992.0,1521.0,1108.0,1849.0,1398.0,1799.0,1135.0,639.0,1003.0,1152.0,939.0,1210.0,677.0,2017
Caguas zona urbana, Puerto Rico,10334,Male,54.0,0.0,1846.0,1664.0,1032.0,824.0,1593.0,99.0,457.0,1447.0,1287.0,0.0,928.0,363.0,1589.0,803.0,912.0,585.0,1069.0,589.0,858.0,920.0,1020.0,1311.0,0.0,245.0,399.0,171.0,282.0,58.0,91.0,286.0,2017
Carolina zona urbana, Puerto Rico,14290,Male,122.0,835.0,2613.0,4928.0,4006.0,1987.0,3812.0,400.0,1659.0,1966.0,2571.0,608.0,1288.0,1654.0,1364.0,1197.0,1676.0,2116.0,3302.0,1461.0,2686.0,1462.0,1431.0,2549.0,1425.0,1233.0,727.0,622.0,1189.0,939.0,772.0,906.0,2017
Guaynabo zona urbana, Puerto Rico,32522,Male,256.0,631.0,976.0,3436.0,1675.0,545.0,3307.0,0.0,214.0,581.0,408.0,0.0,2338.0,247.0,0.0,657.0,367.0,53.0,1262.0,328.0,1725.0,431.0,415.0,1096.0,1037.0,307.0,544.0,588.0,985.0,57.0,950.0,1331.0,2017
Ponce zona urbana, Puerto Rico,63820,Male,480.0,1460.0,2432.0,2700.0,2210.0,294.0,1899.0,0.0,502.0,438.0,301.0,527.0,610.0,1200.0,672.0,1284.0,1689.0,1202.0,1591.0,611.0,832.0,969.0,518.0,988.0,691.0,439.0,211.0,0.0,558.0,148.0,80.0,203.0,2017
Birmingham city, Alabama,07000,Male,698.0,5883.0,5661.0,8807.0,7599.0,2374.0,6499.0,493.0,890.0,1873.0,1070.0,1023.0,2530.0,3415.0,2724.0,1744.0,2404.0,1247.0,2572.0,1468.0,3400.0,1788.0,3253.0,4485.0,2574.0,1735.0,1772.0,3219.0,2675.0,2341.0,2513.0,3521.0,2017
Dothan city, Alabama,21184,Male,258.0,1819.0,3230.0,2779.0,2518.0,339.0,1954.0,139.0,350.0,679.0,320.0,166.0,852.0,276.0,514.0,510.0,638.0,323.0,573.0,383.0,704.0,602.0,925.0,1528.0,809.0,1086.0,605.0,919.0,954.0,869.0,1484.0,1726.0,2017
Hoover city, Alabama,35896,Male,209.0,1644.0,2779.0,4379.0,3262.0,2328.0,4205.0,965.0,772.0,934.0,249.0,84.0,1712.0,652.0,358.0,128.0,597.0,375.0,400.0,441.0,948.0,649.0,739.0,1941.0,1159.0,1103.0,825.0,1333.0,1472.0,1029.0,2944.0,6534.0,2017
Huntsville city, Alabama,37000,Male,357.0,5476.0,5717.0,10720.0,10914.0,3268.0,6073.0,840.0,465.0,1007.0,561.0,819.0,2057.0,2474.0,1503.0,2321.0,1690.0,1845.0,2756.0,1219.0,2323.0,836.0,2523.0,3345.0,1671.0,2895.0,1860.0,1835.0,2530.0,3352.0,3831.0,10913.0,2017
Mobile city, Alabama,50000,Male,966.0,2403.0,6467.0,11765.0,6182.0,2598.0,5494.0,609.0,672.0,2145.0,1195.0,624.0,2197.0,1061.0,1964.0,1324.0,3063.0,1137.0,1795.0,1729.0,1153.0,1773.0,3347.0,3789.0,2504.0,2295.0,1777.0,2080.0,4416.0,2502.0,2842.0,4686.0,2017
Montgomery city, Alabama,51000,Male,342.0,4586.0,7986.0,7583.0,8760.0,2194.0,4949.0,371.0,215.0,1386.0,554.0,809.0,4206.0,2687.0,2008.0,1612.0,2183.0,1835.0,1436.0,481.0,2799.0,1711.0,2655.0,2480.0,1740.0,2322.0,1901.0,2461.0,2284.0,2757.0,2598.0,4372.0,2017
Tuscaloosa city, Alabama,77256,Male,138.0,2745.0,5678.0,4852.0,3941.0,488.0,862.0,0.0,282.0,731.0,536.0,493.0,2202.0,1968.0,1427.0,219.0,1132.0,1331.0,2554.0,222.0,1020.0,802.0,1506.0,2303.0,515.0,816.0,667.0,903.0,1703.0,1152.0,1014.0,2958.0,2017
Anchorage municipality, Alaska,03000,Male,2710.0,10654.0,15225.0,17346.0,15864.0,2891.0,7986.0,852.0,1093.0,1253.0,1375.0,1887.0,3338.0,1840.0,4041.0,2670.0,1225.0,928.0,2534.0,978.0,4185.0,2275.0,6368.0,4824.0,4475.0,5997.0,3565.0,4081.0,6077.0,7501.0,9820.0,15534.0,2017
Avondale city, Arizona,04720,Male,377.0,852.0,1586.0,2815.0,3674.0,1119.0,3445.0,637.0,1206.0,2686.0,1427.0,357.0,792.0,958.0,751.0,405.0,888.0,316.0,816.0,633.0,1430.0,538.0,2112.0,1595.0,1978.0,1992.0,796.0,1290.0,1864.0,1318.0,1459.0,972.0,2017
Buckeye city, Arizona,07940,Male,383.0,306.0,889.0,1084.0,2037.0,1838.0,2274.0,766.0,475.0,1565.0,1191.0,863.0,2657.0,1042.0,679.0,209.0,664.0,141.0,1195.0,553.0,489.0,354.0,1113.0,1188.0,1628.0,1067.0,1064.0,809.0,1212.0,637.0,1669.0,1791.0,2017
Casas Adobes CDP, Arizona,10670,Male,1115.0,1876.0,1762.0,2042.0,2312.0,2110.0,2919.0,457.0,635.0,1521.0,163.0,43.0,726.0,494.0,422.0,215.0,620.0,370.0,575.0,702.0,844.0,379.0,650.0,1122.0,1569.0,1474.0,848.0,696.0,2084.0,1064.0,2030.0,2421.0,2017
Chandler city, Arizona,12000,Male,1164.0,6570.0,8709.0,11470.0,9443.0,5255.0,8182.0,2255.0,2565.0,5487.0,2962.0,1171.0,1432.0,1852.0,2069.0,719.0,2997.0,717.0,2179.0,1321.0,2899.0,1250.0,4309.0,4825.0,4312.0,3565.0,2521.0,3755.0,4926.0,4409.0,6956.0,17796.0,2017
Flagstaff city, Arizona,23620,Male,473.0,3784.0,4936.0,5689.0,1839.0,301.0,826.0,112.0,65.0,826.0,218.0,391.0,2041.0,1435.0,2284.0,622.0,2175.0,302.0,1511.0,295.0,981.0,371.0,1268.0,1079.0,1791.0,2054.0,1419.0,694.0,964.0,471.0,987.0,2134.0,2017
Gilbert town, Arizona,27400,Male,873.0,3365.0,3674.0,7166.0,9847.0,6474.0,11751.0,2216.0,3360.0,6951.0,4928.0,517.0,3444.0,1232.0,1852.0,1833.0,2598.0,847.0,1266.0,982.0,1657.0,1408.0,2400.0,2756.0,4296.0,3464.0,3473.0,3131.0,5027.0,4712.0,9525.0,14235.0,2017
Glendale city, Arizona,27820,Male,1704.0,2472.0,6333.0,6879.0,9224.0,3139.0,12644.0,1174.0,2336.0,6317.0,4688.0,1218.0,2244.0,1282.0,1989.0,1432.0,3193.0,2381.0,2944.0,2319.0,5191.0,2137.0,5301.0,4529.0,3145.0,4336.0,2939.0,3424.0,4332.0,2735.0,4692.0,5287.0,2017
Goodyear city, Arizona,28380,Male,187.0,1744.0,1708.0,1951.0,2927.0,891.0,2735.0,550.0,1814.0,1790.0,1360.0,554.0,485.0,398.0,619.0,230.0,893.0,525.0,221.0,425.0,726.0,834.0,1357.0,868.0,1154.0,1385.0,776.0,1133.0,1498.0,1622.0,2575.0,3553.0,2017
Mesa city, Arizona,46000,Male,2069.0,8523.0,14575.0,17238.0,20233.0,11496.0,17224.0,4741.0,4697.0,8972.0,5527.0,1524.0,6194.0,3509.0,6343.0,2834.0,6455.0,2784.0,5440.0,2158.0,8461.0,4055.0,8699.0,9063.0,8055.0,8710.0,6414.0,6650.0,9953.0,6134.0,9765.0,11945.0,2017
Peoria city, Arizona,54050,Male,731.0,1573.0,3153.0,4221.0,5440.0,2666.0,7875.0,1930.0,1805.0,5751.0,2695.0,530.0,2535.0,879.0,1238.0,862.0,1469.0,248.0,1953.0,933.0,1175.0,539.0,2195.0,2711.0,2283.0,3082.0,1830.0,3310.0,2985.0,2606.0,5030.0,8057.0,2017
Phoenix city, Arizona,55000,Male,6905.0,23771.0,39984.0,64065.0,71275.0,33100.0,75655.0,14763.0,20392.0,25850.0,20421.0,9003.0,18855.0,11702.0,15587.0,10824.0,21308.0,10157.0,17121.0,13637.0,31642.0,12467.0,34860.0,36513.0,26248.0,30485.0,17656.0,23454.0,29465.0,21175.0,31864.0,51379.0,2017
San Tan Valley CDP, Arizona,64210,Male,0.0,1234.0,1362.0,1382.0,608.0,1109.0,3090.0,786.0,2519.0,4077.0,1956.0,1135.0,1040.0,1009.0,391.0,559.0,725.0,295.0,750.0,740.0,705.0,1061.0,1123.0,473.0,1678.0,843.0,1766.0,405.0,2479.0,2337.0,1634.0,2230.0,2017
Scottsdale city, Arizona,65000,Male,1866.0,4166.0,9378.0,10063.0,9853.0,5300.0,9940.0,2103.0,1357.0,3549.0,1804.0,776.0,2580.0,1121.0,2789.0,1181.0,2300.0,1107.0,1488.0,897.0,1558.0,1249.0,2764.0,3052.0,3214.0,3886.0,2938.0,4359.0,3805.0,4126.0,7908.0,24284.0,2017
Surprise city, Arizona,71510,Male,292.0,3510.0,2789.0,2832.0,4148.0,2183.0,3915.0,1727.0,1546.0,2752.0,4653.0,383.0,1016.0,1020.0,1391.0,1369.0,1372.0,909.0,1870.0,298.0,922.0,1225.0,1315.0,2198.0,1989.0,1412.0,2140.0,1822.0,3619.0,1032.0,4280.0,3959.0,2017
Tempe city, Arizona,73000,Male,586.0,5680.0,9986.0,10827.0,7572.0,8717.0,5595.0,1009.0,867.0,2335.0,816.0,376.0,3920.0,3267.0,3405.0,2207.0,3939.0,884.0,1999.0,567.0,4129.0,1409.0,4265.0,4123.0,5321.0,3698.0,2327.0,1558.0,3463.0,2638.0,4804.0,6471.0,2017
Tucson city, Arizona,77000,Male,2326.0,10694.0,18903.0,24536.0,21946.0,8758.0,18631.0,2993.0,3487.0,5196.0,3891.0,2166.0,10797.0,7920.0,8099.0,5771.0,7099.0,4004.0,7749.0,5321.0,9192.0,5137.0,10757.0,11140.0,11385.0,8281.0,4311.0,6708.0,6887.0,4462.0,7082.0,7623.0,2017
Yuma city, Arizona,85540,Male,1935.0,4124.0,5509.0,3346.0,3054.0,863.0,1875.0,400.0,526.0,0.0,198.0,321.0,808.0,762.0,387.0,294.0,819.0,690.0,1530.0,414.0,1463.0,1411.0,1670.0,1970.0,2054.0,1228.0,730.0,1407.0,2022.0,1260.0,1813.0,1815.0,2017
Conway city, Arkansas,15190,Male,981.0,2827.0,4748.0,3056.0,910.0,41.0,2032.0,294.0,754.0,1352.0,160.0,164.0,1261.0,347.0,792.0,178.0,1849.0,432.0,1125.0,942.0,1262.0,224.0,1053.0,1185.0,915.0,975.0,650.0,617.0,1466.0,1029.0,1176.0,1329.0,2017
Fayetteville city, Arkansas,23290,Male,722.0,2823.0,5469.0,5304.0,678.0,745.0,2192.0,253.0,350.0,661.0,459.0,0.0,1811.0,1031.0,355.0,486.0,1363.0,500.0,850.0,645.0,1333.0,502.0,2193.0,1781.0,654.0,963.0,1040.0,725.0,1682.0,1102.0,1335.0,3134.0,2017
Fort Smith city, Arkansas,24550,Male,486.0,3993.0,5600.0,5266.0,3020.0,237.0,404.0,0.0,207.0,334.0,761.0,213.0,1051.0,685.0,989.0,741.0,1451.0,476.0,966.0,247.0,964.0,1203.0,2371.0,2654.0,921.0,1424.0,959.0,941.0,1015.0,871.0,2589.0,1017.0,2017
Jonesboro city, Arkansas,35710,Male,177.0,3314.0,3686.0,4686.0,1787.0,692.0,1216.0,408.0,147.0,330.0,1778.0,399.0,940.0,599.0,563.0,1689.0,780.0,496.0,456.0,132.0,1157.0,777.0,2008.0,1325.0,1101.0,906.0,664.0,1047.0,1578.0,1497.0,1188.0,1498.0,2017
Little Rock city, Arkansas,41000,Male,1450.0,4601.0,7531.0,12709.0,9548.0,2196.0,4206.0,559.0,182.0,622.0,466.0,926.0,1895.0,1409.0,1522.0,560.0,3068.0,1695.0,1787.0,794.0,2948.0,1305.0,2242.0,3229.0,3044.0,3161.0,3422.0,1835.0,2885.0,2758.0,3889.0,8728.0,2017
North Little Rock city, Arkansas,50450,Male,345.0,961.0,1954.0,4240.0,1965.0,466.0,1745.0,88.0,0.0,52.0,184.0,176.0,1221.0,1109.0,233.0,177.0,423.0,635.0,682.0,509.0,578.0,186.0,840.0,915.0,1525.0,849.0,318.0,503.0,1330.0,172.0,876.0,1362.0,2017
Rogers city, Arkansas,60410,Male,491.0,2767.0,3477.0,3160.0,4199.0,1185.0,1434.0,478.0,44.0,236.0,158.0,0.0,540.0,210.0,730.0,281.0,435.0,317.0,957.0,506.0,1767.0,511.0,1134.0,1695.0,1620.0,952.0,139.0,595.0,1450.0,789.0,1192.0,3101.0,2017
Springdale city, Arkansas,66080,Male,642.0,2418.0,4191.0,4733.0,2468.0,1026.0,2768.0,488.0,391.0,866.0,733.0,358.0,247.0,343.0,374.0,406.0,605.0,219.0,970.0,785.0,1119.0,1660.0,3209.0,2360.0,2038.0,1424.0,919.0,1272.0,1475.0,342.0,1633.0,1523.0,2017
Alameda city, California,00562,Male,143.0,1404.0,1400.0,2657.0,1760.0,1027.0,2925.0,191.0,1175.0,1699.0,2202.0,1525.0,391.0,173.0,491.0,482.0,825.0,250.0,418.0,622.0,870.0,458.0,719.0,1218.0,1066.0,1415.0,445.0,767.0,1134.0,741.0,2558.0,5764.0,2017
Alhambra city, California,00884,Male,4.0,719.0,1653.0,2556.0,3102.0,1147.0,4057.0,768.0,770.0,2824.0,1525.0,443.0,928.0,480.0,873.0,412.0,513.0,361.0,691.0,675.0,1361.0,656.0,1322.0,2480.0,800.0,1269.0,785.0,1089.0,1465.0,1445.0,1816.0,3293.0,2017
Anaheim city, California,02000,Male,886.0,7227.0,11117.0,11515.0,15476.0,5078.0,16819.0,2399.0,5567.0,8998.0,5478.0,2153.0,2250.0,2454.0,3638.0,1527.0,4720.0,2828.0,5312.0,2951.0,8680.0,3494.0,8905.0,7256.0,4627.0,6199.0,5367.0,4139.0,7484.0,4427.0,8363.0,9508.0,2017
Antioch city, California,02252,Male,28.0,1126.0,2567.0,1832.0,2138.0,344.0,1910.0,551.0,1425.0,3841.0,5905.0,4251.0,813.0,1234.0,1250.0,772.0,1229.0,292.0,1348.0,1247.0,1345.0,1026.0,2436.0,1066.0,1607.0,2040.0,828.0,1898.0,2106.0,1559.0,2283.0,3985.0,2017
Apple Valley town, California,02364,Male,0.0,889.0,1339.0,1495.0,1986.0,968.0,870.0,269.0,543.0,1180.0,1518.0,1881.0,538.0,448.0,712.0,529.0,861.0,65.0,533.0,0.0,1225.0,796.0,468.0,553.0,81.0,414.0,693.0,758.0,1586.0,540.0,1986.0,2642.0,2017
Arden-Arcade CDP, California,02553,Male,331.0,872.0,2306.0,3140.0,4330.0,2266.0,5050.0,808.0,1014.0,935.0,485.0,749.0,955.0,378.0,1048.0,361.0,1350.0,761.0,878.0,713.0,1454.0,719.0,1592.0,1695.0,1726.0,1889.0,958.0,1542.0,1260.0,1326.0,2173.0,3105.0,2017
Bakersfield city, California,03526,Male,1084.0,5933.0,12024.0,14288.0,13802.0,4444.0,10498.0,1302.0,4414.0,2859.0,5032.0,2979.0,3267.0,2527.0,2491.0,2913.0,4055.0,2006.0,2534.0,2573.0,3072.0,2387.0,5427.0,6972.0,3915.0,6415.0,1990.0,6164.0,6053.0,5400.0,9654.0,9684.0,2017
Baldwin Park city, California,03666,Male,39.0,898.0,834.0,3904.0,2677.0,1181.0,5561.0,565.0,887.0,1728.0,2789.0,1146.0,364.0,329.0,1079.0,383.0,1214.0,1139.0,1083.0,1347.0,2184.0,870.0,2244.0,1572.0,1596.0,1415.0,1128.0,1263.0,1856.0,1192.0,1436.0,497.0,2017
Bellflower city, California,04982,Male,112.0,1171.0,2261.0,2862.0,2485.0,1448.0,2930.0,379.0,1246.0,2469.0,1812.0,1094.0,775.0,646.0,852.0,544.0,557.0,628.0,888.0,695.0,1481.0,754.0,1570.0,1300.0,1533.0,1283.0,1333.0,1229.0,1404.0,1449.0,2177.0,1035.0,2017
Berkeley city, California,06000,Male,492.0,1321.0,2549.0,5418.0,3617.0,1203.0,3727.0,1042.0,1713.0,4730.0,2289.0,641.0,3827.0,2815.0,1458.0,1468.0,1958.0,463.0,1282.0,575.0,1338.0,968.0,2099.0,1484.0,1243.0,785.0,758.0,2049.0,2326.0,1537.0,2873.0,8122.0,2017
Buena Park city, California,08786,Male,233.0,1199.0,2743.0,3177.0,2072.0,1911.0,3795.0,118.0,803.0,2431.0,2193.0,979.0,541.0,1214.0,661.0,969.0,2273.0,153.0,759.0,662.0,1868.0,414.0,1837.0,2190.0,1220.0,1459.0,651.0,852.0,1276.0,464.0,2054.0,2270.0,2017
Burbank city, California,08954,Male,579.0,1615.0,3981.0,4672.0,4374.0,366.0,2804.0,915.0,992.0,3409.0,2075.0,881.0,820.0,224.0,1274.0,665.0,1182.0,652.0,1272.0,580.0,964.0,931.0,1097.0,2922.0,1361.0,1546.0,1008.0,1490.0,1007.0,1954.0,3538.0,6177.0,2017
Camarillo city, California,10046,Male,135.0,1794.0,2195.0,2346.0,3020.0,1497.0,2060.0,137.0,428.0,968.0,906.0,832.0,819.0,625.0,666.0,328.0,1247.0,60.0,490.0,365.0,383.0,286.0,310.0,1101.0,760.0,714.0,923.0,771.0,1394.0,930.0,2221.0,5461.0,2017
Carlsbad city, California,11194,Male,424.0,1611.0,4224.0,2678.0,3120.0,1208.0,3765.0,654.0,1889.0,3411.0,1813.0,860.0,1265.0,336.0,913.0,576.0,583.0,300.0,1068.0,512.0,848.0,542.0,1526.0,1136.0,334.0,831.0,1401.0,1030.0,1304.0,1668.0,3245.0,13339.0,2017
Carmichael CDP, California,11390,Male,345.0,410.0,1718.0,1174.0,2975.0,1849.0,3176.0,421.0,479.0,572.0,0.0,1303.0,977.0,441.0,327.0,736.0,1119.0,414.0,463.0,216.0,450.0,302.0,1026.0,1153.0,832.0,205.0,951.0,1030.0,1165.0,423.0,1931.0,2349.0,2017
Carson city, California,11530,Male,106.0,797.0,1915.0,5433.0,3755.0,1528.0,4637.0,194.0,770.0,1508.0,1491.0,577.0,744.0,871.0,1045.0,183.0,1032.0,456.0,1355.0,948.0,1926.0,1094.0,2242.0,2271.0,1622.0,874.0,707.0,1041.0,1424.0,1556.0,1525.0,1730.0,2017
Castro Valley CDP, California,11964,Male,119.0,940.0,1348.0,1636.0,2017.0,953.0,1860.0,383.0,527.0,1989.0,3369.0,1126.0,508.0,494.0,407.0,312.0,527.0,288.0,591.0,182.0,1058.0,0.0,614.0,476.0,553.0,647.0,588.0,1494.0,1136.0,1611.0,2133.0,5018.0,2017
Chico city, California,13014,Male,1385.0,4704.0,6376.0,3643.0,1891.0,967.0,916.0,264.0,30.0,915.0,682.0,351.0,2086.0,1381.0,1849.0,1554.0,1591.0,597.0,800.0,558.0,911.0,683.0,1704.0,486.0,1329.0,1984.0,1319.0,1510.0,748.0,1025.0,1802.0,2544.0,2017
Chino city, California,13210,Male,222.0,1141.0,2230.0,1707.0,1886.0,341.0,2449.0,537.0,967.0,2137.0,1813.0,1750.0,560.0,584.0,964.0,548.0,1092.0,724.0,663.0,429.0,1322.0,580.0,1582.0,941.0,1162.0,1058.0,666.0,880.0,832.0,815.0,2558.0,2709.0,2017
Chino Hills city, California,13214,Male,0.0,154.0,2028.0,1383.0,2207.0,1060.0,2922.0,568.0,1808.0,2781.0,3528.0,1237.0,883.0,244.0,481.0,593.0,587.0,111.0,589.0,92.0,612.0,141.0,817.0,697.0,460.0,1156.0,1033.0,1511.0,1616.0,1843.0,3622.0,4431.0,2017
Chula Vista city, California,13392,Male,626.0,2238.0,4825.0,8021.0,9928.0,4376.0,12034.0,2148.0,4265.0,9374.0,5072.0,1887.0,1711.0,2383.0,2030.0,1794.0,2614.0,570.0,2559.0,1454.0,3012.0,2501.0,5015.0,4005.0,3365.0,4260.0,3304.0,4342.0,5897.0,4925.0,7605.0,9095.0,2017
Citrus Heights city, California,13588,Male,615.0,1157.0,1703.0,2891.0,3089.0,1666.0,3912.0,726.0,1019.0,1625.0,823.0,1708.0,785.0,384.0,519.0,937.0,1103.0,506.0,950.0,249.0,840.0,405.0,1934.0,1465.0,980.0,1810.0,1236.0,1692.0,2078.0,1832.0,2341.0,1765.0,2017
Clovis city, California,14218,Male,682.0,3034.0,3416.0,4302.0,5746.0,2398.0,2378.0,76.0,400.0,455.0,813.0,362.0,540.0,1129.0,924.0,909.0,1249.0,173.0,698.0,243.0,1145.0,574.0,1913.0,1374.0,1248.0,821.0,1172.0,1608.0,1247.0,2025.0,3651.0,4651.0,2017
Compton city, California,15044,Male,126.0,1145.0,1436.0,3283.0,2813.0,781.0,6669.0,688.0,541.0,2503.0,959.0,938.0,737.0,346.0,332.0,1003.0,1052.0,237.0,646.0,629.0,2475.0,1439.0,2699.0,2440.0,2990.0,2009.0,1149.0,591.0,1261.0,763.0,896.0,537.0,2017
Concord city, California,16000,Male,1236.0,2025.0,2483.0,3366.0,2839.0,2040.0,4997.0,693.0,1031.0,3791.0,6686.0,1921.0,1489.0,408.0,1834.0,637.0,1187.0,757.0,719.0,634.0,1356.0,542.0,2359.0,3021.0,1849.0,2000.0,1160.0,1812.0,2398.0,2568.0,3766.0,8018.0,2017
Corona city, California,16350,Male,602.0,1475.0,4184.0,3398.0,3761.0,2942.0,4545.0,1273.0,2943.0,5860.0,7418.0,3746.0,1883.0,1455.0,1042.0,478.0,1942.0,566.0,1804.0,1249.0,2625.0,868.0,3354.0,4063.0,1941.0,3004.0,2117.0,3271.0,2860.0,1920.0,4392.0,7933.0,2017
Costa Mesa city, California,16532,Male,36.0,3749.0,4542.0,5507.0,4465.0,2161.0,5533.0,267.0,991.0,1122.0,1967.0,569.0,889.0,794.0,1153.0,238.0,1500.0,688.0,1877.0,1586.0,1470.0,963.0,3369.0,2229.0,1787.0,1814.0,1911.0,1637.0,2157.0,2121.0,2884.0,5535.0,2017
Daly City city, California,17918,Male,0.0,1240.0,1961.0,3582.0,5547.0,1795.0,5362.0,663.0,1348.0,3004.0,2933.0,589.0,710.0,1113.0,713.0,775.0,428.0,718.0,1173.0,1082.0,1650.0,600.0,1390.0,2840.0,1999.0,3162.0,1315.0,1900.0,2334.0,1658.0,2471.0,2604.0,2017
Davis city, California,18100,Male,303.0,2079.0,1840.0,1941.0,1807.0,901.0,1693.0,651.0,232.0,572.0,964.0,636.0,1911.0,1269.0,1741.0,460.0,571.0,0.0,540.0,337.0,1384.0,104.0,556.0,979.0,253.0,576.0,300.0,598.0,418.0,632.0,851.0,5026.0,2017
Downey city, California,19766,Male,516.0,1735.0,1981.0,2878.0,3878.0,1439.0,4669.0,937.0,2627.0,2692.0,3605.0,925.0,1106.0,747.0,1044.0,412.0,1939.0,384.0,1320.0,538.0,1054.0,1022.0,2066.0,2071.0,1240.0,1636.0,908.0,2259.0,2913.0,1599.0,2792.0,3861.0,2017
East Los Angeles CDP, California,20802,Male,28.0,1947.0,1224.0,2159.0,4045.0,2888.0,7974.0,737.0,1696.0,3906.0,3241.0,1016.0,903.0,454.0,987.0,1281.0,2081.0,1337.0,1054.0,1129.0,2806.0,1852.0,3102.0,5033.0,3483.0,3031.0,1581.0,944.0,797.0,444.0,657.0,358.0,2017
El Cajon city, California,21712,Male,715.0,991.0,2412.0,2551.0,3351.0,1720.0,5816.0,1428.0,1340.0,1344.0,1360.0,987.0,1631.0,1318.0,1904.0,1244.0,1516.0,563.0,1442.0,400.0,1537.0,1166.0,1635.0,1084.0,1265.0,1858.0,1971.0,1096.0,1395.0,1711.0,2105.0,1793.0,2017
Elk Grove city, California,22020,Male,329.0,2114.0,3842.0,3142.0,5262.0,3021.0,6503.0,2381.0,1756.0,5100.0,2653.0,1595.0,2290.0,1767.0,1613.0,1190.0,1504.0,687.0,1292.0,569.0,2487.0,690.0,1768.0,1641.0,1757.0,1940.0,1357.0,2023.0,3613.0,2726.0,6696.0,6135.0,2017
El Monte city, California,22230,Male,251.0,1502.0,2993.0,6196.0,4365.0,1463.0,4724.0,427.0,969.0,2331.0,3253.0,643.0,1454.0,645.0,1455.0,582.0,2744.0,1482.0,1284.0,1551.0,3925.0,1245.0,3338.0,3350.0,2087.0,2126.0,588.0,1028.0,1390.0,729.0,1374.0,428.0,2017
Escondido city, California,22804,Male,298.0,2512.0,4448.0,5740.0,6210.0,2558.0,8224.0,1527.0,2177.0,4957.0,3229.0,1040.0,2081.0,680.0,1463.0,614.0,1388.0,1848.0,2486.0,1521.0,2679.0,1703.0,2983.0,3423.0,3311.0,2758.0,2844.0,2042.0,3620.0,1808.0,3425.0,4370.0,2017
