City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,Year
Winston-Salem city, North Carolina,75000,Female,510.0,4629.0,11328.0,11933.0,8896.0,2099.0,4605.0,929.0,471.0,1115.0,530.0,1066.0,5493.0,3917.0,3767.0,2240.0,3642.0,1551.0,3450.0,2606.0,3389.0,1516.0,4854.0,4498.0,3568.0,2702.0,1415.0,1929.0,2747.0,2126.0,2165.0,2523.0,2015
Bismarck city, North Dakota,07200,Female,1054.0,4384.0,5091.0,5641.0,1546.0,39.0,660.0,46.0,0.0,93.0,0.0,9.0,915.0,434.0,784.0,702.0,1664.0,786.0,783.0,386.0,856.0,514.0,1705.0,1487.0,2391.0,1537.0,1876.0,952.0,1006.0,516.0,929.0,467.0,2015
Fargo city, North Dakota,25700,Female,1588.0,4604.0,7378.0,7598.0,5692.0,538.0,1174.0,39.0,517.0,188.0,284.0,255.0,2495.0,1270.0,2159.0,1824.0,1699.0,1016.0,1836.0,620.0,2426.0,1937.0,3236.0,3422.0,1794.0,1744.0,2175.0,1311.0,1264.0,754.0,1095.0,1324.0,2015
Akron city, Ohio,01000,Female,2274.0,4997.0,7948.0,10030.0,6766.0,2407.0,3299.0,675.0,1039.0,2222.0,970.0,673.0,3786.0,3363.0,2855.0,2419.0,3089.0,2486.0,2972.0,1804.0,3110.0,1634.0,6068.0,2773.0,3360.0,1472.0,1423.0,1764.0,1927.0,972.0,1003.0,982.0,2015
Canton city, Ohio,12000,Female,530.0,2417.0,3345.0,3033.0,2178.0,635.0,1538.0,384.0,165.0,436.0,217.0,325.0,1697.0,1549.0,1274.0,1396.0,1418.0,743.0,1184.0,719.0,572.0,218.0,1879.0,1061.0,1286.0,1176.0,279.0,588.0,333.0,429.0,280.0,0.0,2015
Cincinnati city, Ohio,15000,Female,1689.0,6375.0,10111.0,13871.0,12530.0,4553.0,8279.0,1558.0,1527.0,2297.0,1953.0,1317.0,6854.0,4773.0,5643.0,3788.0,4643.0,2692.0,3311.0,2538.0,4504.0,3391.0,5478.0,6582.0,3565.0,4463.0,2474.0,3185.0,4484.0,2658.0,4102.0,3580.0,2015
Cleveland city, Ohio,16000,Female,1330.0,4879.0,9292.0,13811.0,13722.0,5957.0,10064.0,2509.0,2349.0,4322.0,2503.0,1270.0,8949.0,6468.0,5900.0,3929.0,5825.0,3850.0,4624.0,3034.0,4547.0,3250.0,8246.0,8672.0,4216.0,4073.0,2620.0,2831.0,3476.0,2087.0,1658.0,1407.0,2015
Columbus city, Ohio,18000,Female,4450.0,15626.0,29139.0,42570.0,44918.0,15276.0,27697.0,5840.0,5408.0,6794.0,4223.0,2044.0,18228.0,13781.0,13017.0,8233.0,13256.0,8247.0,11347.0,8268.0,11930.0,6431.0,19339.0,19645.0,13291.0,15610.0,11950.0,10011.0,14459.0,8773.0,11485.0,6376.0,2015
Dayton city, Ohio,21000,Female,920.0,3339.0,4794.0,6444.0,4452.0,1354.0,1895.0,342.0,0.0,349.0,1351.0,495.0,3674.0,3359.0,2593.0,885.0,2534.0,1585.0,2362.0,1360.0,1962.0,1175.0,2563.0,1861.0,1680.0,1285.0,895.0,1041.0,1007.0,761.0,563.0,424.0,2015
Lorain city, Ohio,44856,Female,253.0,1214.0,2698.0,2447.0,2152.0,1011.0,1080.0,271.0,568.0,541.0,170.0,154.0,1446.0,1389.0,1177.0,530.0,1488.0,554.0,944.0,1180.0,602.0,522.0,1323.0,648.0,830.0,355.0,420.0,314.0,819.0,334.0,248.0,123.0,2015
Parma city, Ohio,61000,Female,191.0,2213.0,2073.0,2715.0,3677.0,1599.0,2811.0,670.0,1139.0,1406.0,126.0,129.0,2052.0,997.0,1485.0,1018.0,1623.0,672.0,1717.0,609.0,769.0,557.0,2265.0,2296.0,1311.0,1335.0,731.0,856.0,1304.0,422.0,422.0,516.0,2015
Toledo city, Ohio,77000,Female,1297.0,7792.0,12283.0,13293.0,11918.0,3963.0,5241.0,584.0,712.0,1656.0,1602.0,606.0,7822.0,3747.0,4150.0,3409.0,5547.0,2157.0,4150.0,2774.0,4753.0,1854.0,5847.0,6707.0,3096.0,3100.0,2389.0,2501.0,3806.0,1695.0,1903.0,970.0,2015
Youngstown city, Ohio,88000,Female,338.0,1718.0,1664.0,2650.0,2691.0,867.0,737.0,78.0,131.0,455.0,169.0,49.0,1017.0,733.0,874.0,1235.0,1350.0,683.0,1201.0,1058.0,830.0,737.0,1344.0,909.0,251.0,748.0,222.0,209.0,479.0,139.0,247.0,46.0,2015
Broken Arrow city, Oklahoma,09050,Female,624.0,2721.0,3811.0,5652.0,4975.0,1905.0,2902.0,600.0,688.0,280.0,241.0,63.0,1808.0,1711.0,1503.0,909.0,1586.0,868.0,1615.0,813.0,1480.0,841.0,2177.0,2752.0,2061.0,1473.0,993.0,1308.0,1544.0,925.0,1080.0,644.0,2015
Edmond city, Oklahoma,23200,Female,464.0,2306.0,3842.0,2855.0,2314.0,1973.0,3378.0,556.0,553.0,607.0,0.0,320.0,1812.0,1049.0,1842.0,1025.0,1725.0,819.0,773.0,868.0,749.0,485.0,1882.0,1558.0,1274.0,1298.0,1504.0,715.0,1138.0,768.0,920.0,1277.0,2015
Lawton city, Oklahoma,41850,Female,947.0,3658.0,5130.0,5995.0,2179.0,166.0,90.0,276.0,83.0,101.0,488.0,39.0,2603.0,1658.0,786.0,1310.0,1227.0,1662.0,1210.0,994.0,1262.0,1144.0,2385.0,2101.0,1220.0,1440.0,880.0,399.0,628.0,158.0,264.0,222.0,2015
Norman city, Oklahoma,52500,Female,1688.0,4966.0,4581.0,4863.0,2875.0,980.0,1395.0,1017.0,792.0,2729.0,713.0,129.0,3322.0,2824.0,1606.0,1468.0,3044.0,874.0,2201.0,916.0,2564.0,583.0,2428.0,3318.0,1179.0,1764.0,1123.0,593.0,505.0,1138.0,919.0,1278.0,2015
Oklahoma City city, Oklahoma,55000,Female,3753.0,15850.0,22712.0,26484.0,25156.0,10355.0,18736.0,2355.0,1962.0,3412.0,1044.0,1311.0,10152.0,7581.0,7353.0,5646.0,10647.0,6281.0,9544.0,6123.0,8809.0,5061.0,12547.0,10800.0,10377.0,8886.0,5700.0,5495.0,7195.0,4413.0,5354.0,6557.0,2015
Tulsa city, Oklahoma,75000,Female,2256.0,10829.0,16086.0,21610.0,17537.0,4558.0,6626.0,459.0,726.0,1470.0,1282.0,825.0,8656.0,3970.0,5671.0,4438.0,6292.0,3790.0,5704.0,3033.0,6082.0,4130.0,8467.0,8072.0,6481.0,5714.0,2850.0,4159.0,3722.0,2724.0,3043.0,4328.0,2015
Beaverton city, Oregon,05350,Female,704.0,2136.0,2517.0,2829.0,3177.0,1744.0,2826.0,742.0,1538.0,1772.0,555.0,149.0,1859.0,673.0,1225.0,768.0,1323.0,832.0,991.0,521.0,1073.0,563.0,1899.0,1575.0,1830.0,2036.0,365.0,1325.0,2045.0,786.0,2079.0,1588.0,2015
Bend city, Oregon,05800,Female,1460.0,3919.0,5644.0,3531.0,1087.0,1032.0,56.0,0.0,0.0,63.0,114.0,300.0,1921.0,482.0,1270.0,982.0,1303.0,632.0,512.0,583.0,2299.0,1950.0,1579.0,1541.0,956.0,1727.0,1346.0,753.0,1525.0,798.0,1308.0,1065.0,2015
Eugene city, Oregon,23850,Female,775.0,5859.0,9560.0,9462.0,5432.0,1610.0,2328.0,148.0,133.0,595.0,1122.0,678.0,5200.0,3792.0,3985.0,2624.0,3721.0,1481.0,2577.0,1508.0,2433.0,1388.0,3110.0,2853.0,1751.0,1889.0,1474.0,968.0,2249.0,1166.0,1608.0,1491.0,2015
Gresham city, Oregon,31250,Female,335.0,1519.0,3207.0,3406.0,4612.0,1092.0,4317.0,963.0,1682.0,2169.0,1161.0,1379.0,2830.0,1469.0,1521.0,1069.0,1588.0,1337.0,2334.0,1545.0,1877.0,972.0,2816.0,1755.0,1417.0,1791.0,960.0,758.0,1415.0,826.0,1019.0,735.0,2015
Hillsboro city, Oregon,34100,Female,332.0,2110.0,3324.0,4370.0,1708.0,602.0,2755.0,383.0,929.0,2800.0,328.0,248.0,1957.0,1033.0,1191.0,1131.0,701.0,533.0,860.0,811.0,1052.0,763.0,1229.0,1055.0,1522.0,1766.0,1492.0,586.0,1675.0,1088.0,1655.0,2171.0,2015
Medford city, Oregon,47000,Female,606.0,2523.0,4082.0,3741.0,1859.0,244.0,488.0,180.0,55.0,220.0,169.0,145.0,1555.0,1544.0,484.0,711.0,738.0,531.0,1084.0,1030.0,1010.0,1133.0,2031.0,1396.0,1816.0,934.0,230.0,152.0,585.0,362.0,530.0,164.0,2015
Portland city, Oregon,59000,Female,2824.0,11029.0,18065.0,23423.0,27677.0,11663.0,21651.0,4836.0,7405.0,11536.0,6766.0,2698.0,12730.0,8489.0,7968.0,7158.0,11517.0,4036.0,7949.0,3955.0,9895.0,7197.0,12669.0,13067.0,8867.0,8467.0,7864.0,7606.0,10302.0,8604.0,13026.0,12667.0,2015
Salem city, Oregon,64900,Female,434.0,4871.0,7241.0,7017.0,5659.0,1313.0,2322.0,521.0,392.0,1027.0,1664.0,670.0,3234.0,2503.0,2607.0,1532.0,1956.0,2260.0,1641.0,1655.0,3044.0,1311.0,3011.0,2648.0,2065.0,1428.0,1677.0,1578.0,1663.0,1294.0,1594.0,670.0,2015
Allentown city, Pennsylvania,02000,Female,1058.0,1969.0,4235.0,4506.0,5110.0,657.0,1656.0,241.0,334.0,1025.0,623.0,266.0,2191.0,2573.0,1920.0,1054.0,1945.0,696.0,2271.0,1545.0,1593.0,1028.0,2255.0,2188.0,1788.0,922.0,829.0,1179.0,552.0,586.0,459.0,405.0,2015
Bethlehem city, Pennsylvania,06088,Female,312.0,2687.0,3464.0,2532.0,2984.0,1315.0,1857.0,154.0,254.0,645.0,327.0,658.0,2671.0,1414.0,908.0,798.0,1203.0,850.0,1139.0,654.0,2096.0,307.0,1309.0,1386.0,1468.0,682.0,406.0,795.0,1208.0,293.0,669.0,748.0,2015
Erie city, Pennsylvania,24000,Female,1093.0,3285.0,4996.0,4842.0,2694.0,796.0,1383.0,163.0,284.0,323.0,629.0,152.0,2279.0,1509.0,1676.0,1237.0,1751.0,753.0,1396.0,778.0,2506.0,767.0,1777.0,1999.0,1107.0,800.0,835.0,1020.0,590.0,118.0,702.0,172.0,2015
Philadelphia city, Pennsylvania,60000,Female,5203.0,15603.0,28297.0,40382.0,46054.0,16800.0,59442.0,10975.0,16772.0,42882.0,32809.0,12688.0,27898.0,22552.0,19911.0,15714.0,22356.0,10452.0,17217.0,10881.0,21072.0,11844.0,27340.0,28473.0,22231.0,24168.0,16652.0,16028.0,21987.0,15921.0,21304.0,17924.0,2015
Pittsburgh city, Pennsylvania,61000,Female,1175.0,5058.0,10669.0,11266.0,13714.0,4335.0,9972.0,2621.0,2356.0,3179.0,2259.0,1099.0,8210.0,6207.0,5215.0,3702.0,4787.0,2295.0,3057.0,2041.0,4596.0,2113.0,5488.0,6955.0,4421.0,4100.0,3827.0,4018.0,3591.0,2309.0,4069.0,3775.0,2015
Reading city, Pennsylvania,63624,Female,211.0,1021.0,3537.0,3005.0,1745.0,871.0,2173.0,248.0,263.0,1554.0,475.0,249.0,2133.0,2044.0,1305.0,779.0,2273.0,1528.0,1451.0,507.0,900.0,526.0,1471.0,787.0,524.0,753.0,432.0,570.0,425.0,112.0,32.0,37.0,2015
Scranton city, Pennsylvania,69000,Female,474.0,2791.0,3646.0,3429.0,2026.0,1067.0,730.0,123.0,250.0,600.0,480.0,81.0,2166.0,1162.0,1217.0,516.0,2016.0,515.0,989.0,917.0,1363.0,594.0,1203.0,1918.0,1032.0,505.0,885.0,772.0,554.0,126.0,307.0,410.0,2015
Cranston city, Rhode Island,19180,Female,254.0,2015.0,3677.0,4216.0,3674.0,704.0,1914.0,81.0,272.0,148.0,549.0,397.0,1559.0,1313.0,473.0,874.0,1096.0,118.0,911.0,292.0,1059.0,439.0,1279.0,2015.0,840.0,1027.0,907.0,1226.0,1948.0,1640.0,1830.0,777.0,2015
Pawtucket city, Rhode Island,54640,Female,105.0,1716.0,3414.0,2474.0,2347.0,1827.0,2437.0,358.0,366.0,487.0,510.0,308.0,775.0,565.0,522.0,1349.0,1950.0,514.0,1228.0,662.0,1224.0,466.0,639.0,1530.0,1207.0,1458.0,547.0,863.0,693.0,649.0,1240.0,301.0,2015
Providence city, Rhode Island,59000,Female,1689.0,3737.0,4812.0,7779.0,5051.0,2524.0,3392.0,353.0,384.0,1850.0,1778.0,822.0,4459.0,4531.0,3171.0,1986.0,2651.0,2046.0,1822.0,1980.0,1450.0,1079.0,2086.0,2556.0,1718.0,3064.0,1211.0,1676.0,1511.0,1631.0,2290.0,1562.0,2015
Warwick city, Rhode Island,74300,Female,159.0,2006.0,3928.0,3271.0,4086.0,1866.0,2475.0,391.0,700.0,736.0,350.0,846.0,1300.0,882.0,1296.0,916.0,1257.0,750.0,750.0,239.0,548.0,380.0,1113.0,1443.0,1430.0,1951.0,1029.0,1591.0,2043.0,1542.0,1841.0,699.0,2015
Charleston city, South Carolina,13330,Female,705.0,4308.0,6886.0,5980.0,6633.0,2213.0,4019.0,1258.0,454.0,1999.0,895.0,381.0,2459.0,2429.0,1752.0,1325.0,2603.0,1116.0,1670.0,771.0,2200.0,1038.0,3587.0,2290.0,3055.0,2638.0,2454.0,2979.0,2357.0,1548.0,2459.0,2199.0,2015
Columbia city, South Carolina,16000,Female,4615.0,3182.0,6598.0,5287.0,4502.0,1335.0,2066.0,484.0,461.0,512.0,528.0,426.0,5083.0,3700.0,2813.0,2618.0,2299.0,1684.0,2131.0,782.0,1542.0,1073.0,2727.0,2758.0,1499.0,2083.0,736.0,1076.0,1337.0,983.0,1120.0,1412.0,2015
Mount Pleasant town, South Carolina,48535,Female,527.0,1818.0,3902.0,2799.0,3879.0,1132.0,2866.0,212.0,0.0,115.0,429.0,73.0,846.0,1032.0,1156.0,104.0,845.0,528.0,161.0,477.0,728.0,281.0,1044.0,988.0,1733.0,1401.0,1688.0,1648.0,1310.0,761.0,2133.0,2004.0,2015
North Charleston city, South Carolina,50875,Female,162.0,1850.0,1817.0,4848.0,6072.0,2364.0,3496.0,481.0,246.0,1141.0,1298.0,260.0,2461.0,1157.0,1688.0,1361.0,1889.0,1184.0,1261.0,938.0,1557.0,1578.0,2886.0,2506.0,1197.0,1549.0,834.0,1410.0,1141.0,658.0,748.0,304.0,2015
Rock Hill city, South Carolina,61405,Female,192.0,1545.0,3036.0,3202.0,2649.0,709.0,1979.0,469.0,639.0,1571.0,947.0,70.0,2871.0,1606.0,745.0,1369.0,1050.0,741.0,1201.0,807.0,868.0,547.0,1346.0,2039.0,1712.0,952.0,679.0,667.0,407.0,399.0,700.0,770.0,2015
Rapid City city, South Dakota,52980,Female,441.0,3696.0,4341.0,4497.0,2361.0,486.0,624.0,65.0,0.0,94.0,83.0,253.0,1365.0,901.0,1566.0,648.0,862.0,1196.0,615.0,1133.0,1190.0,1063.0,1998.0,1574.0,1812.0,893.0,813.0,533.0,881.0,482.0,466.0,319.0,2015
Sioux Falls city, South Dakota,59020,Female,937.0,5242.0,9370.0,11567.0,8046.0,1864.0,1332.0,105.0,410.0,367.0,412.0,221.0,2789.0,1904.0,2460.0,1496.0,2895.0,1104.0,1950.0,1311.0,1835.0,2750.0,4312.0,4549.0,3525.0,3128.0,2357.0,2110.0,1651.0,1106.0,1584.0,1425.0,2015
Chattanooga city, Tennessee,14000,Female,1022.0,4023.0,7604.0,8232.0,7392.0,2656.0,2578.0,807.0,299.0,733.0,435.0,155.0,4223.0,3212.0,3018.0,1391.0,2522.0,1424.0,2730.0,1582.0,3583.0,803.0,2454.0,3990.0,2476.0,2148.0,2626.0,1600.0,1690.0,993.0,1024.0,1282.0,2015
Clarksville city, Tennessee,15160,Female,663.0,3002.0,4641.0,6856.0,4203.0,1590.0,4524.0,882.0,251.0,1354.0,1429.0,664.0,2154.0,1639.0,2878.0,1752.0,2145.0,1325.0,1827.0,1450.0,2904.0,1291.0,3184.0,2908.0,2917.0,1665.0,1294.0,1191.0,775.0,828.0,837.0,515.0,2015
Franklin city, Tennessee,27740,Female,1053.0,1371.0,2172.0,2575.0,1956.0,976.0,2435.0,225.0,990.0,1175.0,563.0,47.0,2140.0,830.0,678.0,180.0,1084.0,231.0,835.0,365.0,746.0,657.0,1146.0,1251.0,1282.0,788.0,459.0,760.0,1367.0,670.0,1937.0,2350.0,2015
Jackson city, Tennessee,37640,Female,590.0,1866.0,4234.0,3375.0,1974.0,541.0,537.0,47.0,96.0,221.0,782.0,352.0,970.0,673.0,1234.0,791.0,926.0,431.0,1707.0,238.0,1308.0,190.0,1449.0,1602.0,1031.0,520.0,552.0,588.0,625.0,245.0,438.0,543.0,2015
Johnson City city, Tennessee,38320,Female,696.0,2246.0,3871.0,2276.0,1499.0,276.0,772.0,59.0,589.0,310.0,70.0,0.0,1945.0,508.0,1196.0,527.0,1477.0,430.0,1089.0,811.0,722.0,351.0,963.0,1300.0,799.0,620.0,39.0,347.0,604.0,579.0,851.0,816.0,2015
Knoxville city, Tennessee,40000,Female,695.0,5147.0,8072.0,9465.0,9334.0,2889.0,4786.0,176.0,563.0,1252.0,917.0,247.0,5500.0,3629.0,2625.0,2560.0,3874.0,1559.0,2685.0,1641.0,2892.0,2379.0,3502.0,4443.0,3527.0,2888.0,1915.0,1300.0,1223.0,1628.0,1413.0,659.0,2015
Memphis city, Tennessee,48000,Female,2033.0,13861.0,20261.0,30834.0,29443.0,10933.0,19733.0,2937.0,3482.0,5902.0,2309.0,788.0,9980.0,8649.0,10852.0,5700.0,12646.0,6372.0,11295.0,7079.0,11866.0,6244.0,14970.0,12902.0,7921.0,7699.0,6578.0,5077.0,6560.0,4935.0,6760.0,4208.0,2015
Murfreesboro city, Tennessee,51560,Female,961.0,2892.0,6307.0,7423.0,2697.0,977.0,2249.0,1026.0,703.0,3247.0,1941.0,287.0,2112.0,2642.0,1994.0,2361.0,2404.0,628.0,1244.0,1508.0,1678.0,1353.0,3237.0,2640.0,2977.0,1867.0,1451.0,1118.0,1120.0,1029.0,1456.0,932.0,2015
Nashville-Davidson metropolitan government (balance), Tennessee,52006,Female,3248.0,10454.0,17804.0,30753.0,30516.0,11876.0,25600.0,4522.0,5378.0,10836.0,6112.0,2844.0,12943.0,8869.0,9416.0,5807.0,9026.0,5797.0,7512.0,7059.0,9769.0,5194.0,14503.0,15482.0,13795.0,12252.0,8145.0,8832.0,10878.0,6851.0,9062.0,9394.0,2015
Abilene city, Texas,01000,Female,1277.0,6429.0,8715.0,5636.0,2437.0,489.0,702.0,0.0,331.0,157.0,276.0,120.0,3162.0,1971.0,1942.0,770.0,2202.0,1959.0,2430.0,1520.0,1828.0,1327.0,2345.0,2043.0,1630.0,1447.0,1194.0,931.0,898.0,469.0,705.0,246.0,2015
Allen city, Texas,01924,Female,503.0,1442.0,1509.0,4356.0,1854.0,1669.0,3292.0,695.0,678.0,2192.0,1442.0,176.0,1674.0,788.0,956.0,236.0,759.0,464.0,511.0,833.0,1066.0,686.0,1224.0,1777.0,993.0,1385.0,2089.0,2036.0,1766.0,1206.0,1662.0,2440.0,2015
Amarillo city, Texas,03000,Female,1877.0,7277.0,10427.0,12936.0,5921.0,637.0,2490.0,199.0,72.0,403.0,579.0,73.0,2503.0,2726.0,3280.0,2816.0,3068.0,2091.0,3106.0,2189.0,2954.0,2484.0,3124.0,3336.0,2933.0,2523.0,2662.0,2008.0,3085.0,1085.0,1383.0,545.0,2015
Arlington city, Texas,04000,Female,1215.0,6092.0,10003.0,13486.0,13482.0,6837.0,13418.0,2486.0,4369.0,7226.0,5041.0,1788.0,6362.0,3904.0,5179.0,3286.0,5799.0,3451.0,5031.0,5158.0,5787.0,4140.0,7802.0,7541.0,5638.0,4010.0,2776.0,6070.0,6382.0,3732.0,3890.0,4430.0,2015
Atascocita CDP, Texas,04462,Female,451.0,1894.0,2535.0,2489.0,1426.0,449.0,1351.0,1008.0,1029.0,1892.0,2760.0,223.0,654.0,700.0,936.0,1181.0,574.0,463.0,598.0,0.0,580.0,605.0,742.0,1204.0,1590.0,747.0,1733.0,1756.0,1534.0,839.0,1817.0,748.0,2015
Austin city, Texas,05000,Female,1992.0,15415.0,31122.0,39510.0,40452.0,14412.0,32956.0,5875.0,8430.0,12644.0,6673.0,1975.0,15679.0,9596.0,11490.0,5656.0,15671.0,4998.0,12341.0,8468.0,13623.0,8505.0,16882.0,17667.0,15990.0,15002.0,14048.0,11878.0,14738.0,9982.0,18263.0,17902.0,2015
Baytown city, Texas,06128,Female,128.0,2934.0,2832.0,1847.0,2282.0,414.0,1152.0,455.0,208.0,1783.0,543.0,75.0,1646.0,1511.0,866.0,600.0,1551.0,176.0,2090.0,474.0,727.0,500.0,1194.0,1181.0,882.0,355.0,987.0,740.0,1202.0,454.0,428.0,364.0,2015
Beaumont city, Texas,07000,Female,583.0,3002.0,6972.0,5206.0,4777.0,325.0,1376.0,0.0,38.0,218.0,304.0,170.0,2157.0,1497.0,1257.0,1274.0,1833.0,351.0,1583.0,1005.0,1677.0,961.0,2004.0,826.0,2106.0,1480.0,1618.0,831.0,1584.0,810.0,1380.0,727.0,2015
Brownsville city, Texas,10768,Female,293.0,3176.0,6953.0,8417.0,5356.0,1374.0,3852.0,227.0,122.0,267.0,392.0,72.0,1794.0,3036.0,2842.0,2340.0,2968.0,1928.0,3380.0,2222.0,1731.0,1014.0,2157.0,912.0,1255.0,1672.0,1003.0,1847.0,885.0,871.0,640.0,505.0,2015
Bryan city, Texas,10912,Female,801.0,2009.0,5165.0,5443.0,2355.0,152.0,1304.0,136.0,0.0,364.0,212.0,109.0,1529.0,1801.0,1692.0,1185.0,1549.0,665.0,1507.0,1099.0,1079.0,758.0,1927.0,1548.0,332.0,1603.0,691.0,1181.0,774.0,502.0,788.0,364.0,2015
Carrollton city, Texas,13024,Female,221.0,2774.0,3486.0,6791.0,5561.0,3409.0,4703.0,1121.0,828.0,2283.0,924.0,310.0,1598.0,1523.0,1886.0,1664.0,1287.0,1821.0,1684.0,1061.0,1044.0,1467.0,2018.0,2534.0,3063.0,2482.0,2034.0,1355.0,3206.0,1051.0,2098.0,1854.0,2015
Cedar Park city, Texas,13552,Female,579.0,1445.0,1287.0,1512.0,2368.0,867.0,2194.0,346.0,503.0,2520.0,993.0,87.0,1234.0,114.0,452.0,397.0,281.0,245.0,195.0,284.0,793.0,336.0,1448.0,1453.0,1473.0,1438.0,1056.0,922.0,1763.0,759.0,1582.0,1408.0,2015
College Station city, Texas,15976,Female,936.0,4134.0,7137.0,7378.0,2690.0,282.0,618.0,444.0,0.0,0.0,253.0,116.0,7030.0,2750.0,2250.0,1357.0,2533.0,726.0,1438.0,1067.0,1908.0,676.0,1761.0,1154.0,1681.0,1693.0,1035.0,444.0,574.0,499.0,1254.0,827.0,2015
Conroe city, Texas,16432,Female,102.0,2219.0,2756.0,2462.0,1714.0,653.0,2296.0,336.0,543.0,764.0,884.0,377.0,1136.0,1119.0,1447.0,835.0,1285.0,571.0,467.0,871.0,898.0,659.0,1132.0,2060.0,1284.0,373.0,394.0,368.0,936.0,555.0,730.0,957.0,2015
Corpus Christi city, Texas,17000,Female,1333.0,8969.0,18306.0,15578.0,12569.0,2179.0,6162.0,483.0,571.0,1252.0,828.0,241.0,6109.0,4371.0,5861.0,3863.0,5065.0,3682.0,3087.0,3722.0,4124.0,1897.0,5838.0,7212.0,3013.0,3755.0,3106.0,3629.0,3369.0,1801.0,2506.0,2232.0,2015
Dallas city, Texas,19000,Female,3698.0,19848.0,32312.0,41360.0,47554.0,17902.0,51542.0,7865.0,8957.0,20191.0,11660.0,5172.0,16900.0,12209.0,13039.0,10749.0,17962.0,14511.0,21339.0,13505.0,17816.0,10066.0,18253.0,21899.0,15860.0,15432.0,11467.0,12805.0,18899.0,10691.0,17790.0,20003.0,2015
Denton city, Texas,19972,Female,902.0,6714.0,5199.0,5552.0,3215.0,1135.0,2695.0,228.0,1138.0,2355.0,878.0,642.0,4566.0,3487.0,2895.0,1964.0,3710.0,1125.0,2857.0,1352.0,2516.0,1311.0,1730.0,2213.0,2013.0,1420.0,1433.0,1251.0,1897.0,1063.0,1125.0,731.0,2015
Edinburg city, Texas,22660,Female,1019.0,1773.0,2542.0,4857.0,2696.0,892.0,1676.0,194.0,196.0,459.0,166.0,0.0,2317.0,1401.0,1651.0,378.0,1612.0,995.0,527.0,511.0,1229.0,619.0,1660.0,688.0,543.0,1171.0,620.0,855.0,735.0,558.0,919.0,395.0,2015
El Paso city, Texas,24000,Female,2013.0,11700.0,23723.0,23914.0,22281.0,9577.0,20311.0,1781.0,4657.0,4497.0,2598.0,1201.0,7659.0,7601.0,10653.0,9585.0,11275.0,8360.0,9037.0,6593.0,9676.0,5043.0,10553.0,7072.0,7751.0,7064.0,6740.0,6141.0,6342.0,2975.0,4279.0,4055.0,2015
Flower Mound town, Texas,26232,Female,383.0,1581.0,2237.0,1910.0,1464.0,811.0,1965.0,580.0,809.0,2137.0,869.0,304.0,1973.0,944.0,890.0,631.0,981.0,174.0,168.0,187.0,569.0,334.0,1028.0,1187.0,681.0,938.0,1074.0,1248.0,1220.0,1789.0,1855.0,2150.0,2015
Fort Worth city, Texas,27000,Female,4522.0,14532.0,26217.0,28744.0,25127.0,11498.0,23358.0,4071.0,8277.0,13077.0,9311.0,1871.0,13286.0,9349.0,9189.0,5737.0,10304.0,6327.0,11261.0,6839.0,11459.0,7934.0,14497.0,16438.0,11277.0,12765.0,7942.0,12092.0,13512.0,5422.0,8179.0,8086.0,2015
Frisco city, Texas,27684,Female,1314.0,1690.0,3861.0,3930.0,3595.0,2280.0,3011.0,808.0,2223.0,4009.0,1932.0,431.0,2653.0,1608.0,1517.0,1061.0,1371.0,601.0,1359.0,617.0,956.0,801.0,1460.0,2042.0,1472.0,1614.0,1286.0,2066.0,2622.0,1929.0,5666.0,5233.0,2015
Garland city, Texas,29000,Female,437.0,4571.0,6200.0,6568.0,7327.0,2332.0,9107.0,2442.0,3105.0,5204.0,2600.0,741.0,4371.0,3060.0,2883.0,2746.0,2941.0,2542.0,4166.0,2357.0,3253.0,2469.0,4097.0,4766.0,2887.0,3325.0,2161.0,2927.0,3438.0,1148.0,2374.0,1262.0,2015
Grand Prairie city, Texas,30464,Female,492.0,1866.0,4721.0,4762.0,6529.0,4189.0,8997.0,893.0,2030.0,5043.0,2423.0,672.0,3458.0,1879.0,1662.0,2677.0,3396.0,1674.0,3553.0,1875.0,2334.0,1045.0,2570.0,3939.0,2691.0,2621.0,1921.0,2548.0,3268.0,1599.0,1765.0,2317.0,2015
Harlingen city, Texas,32372,Female,146.0,1583.0,2652.0,3734.0,1361.0,355.0,686.0,67.0,379.0,166.0,0.0,0.0,418.0,557.0,1629.0,535.0,921.0,1225.0,774.0,581.0,501.0,597.0,1161.0,359.0,616.0,567.0,167.0,877.0,274.0,46.0,408.0,253.0,2015
